SMILES,Solvent,sample_index,y_true,oof_pred,oof_residual_true_minus_pred,cv_strategy
CCCCCCCCCCCCOc1cc(Oc2ccc(-c3ccc(-c4ccc(Oc5cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c5)cc4)c4nsnc34)cc2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,CFM,572,539.0,534.8547973632812,4.14520263671875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CCCCCCCCCCCCOc1cc(O[N+](=O)c2ccc(-c3ccc(-c4ccc([N+](=O)Oc5cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c5)cc4)c4nsnc34)cc2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,CFM,574,538.0,538.7778930664062,-0.77789306640625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(C)C)cc3)c3nsnc23)cc1,CHX,575,600.0,663.5869140625,-63.5869140625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(C)C)cc3)c3nsnc23)cc1,DCM,576,672.5,664.526123046875,7.973876953125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(C)C)cc3)c3nsnc23)cc1,TOL,577,635.0,641.0496215820312,-6.04962158203125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(C)C)cc3)c3nsnc23)cc1,DIOX,578,640.0,663.5869140625,-23.5869140625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(C)C)cc3)c3nsnc23)cc1,ACOET,579,645.0,663.5869140625,-18.5869140625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(C)C)cc3)c3nsnc23)cc1,THF,580,650.0,654.1895751953125,-4.1895751953125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
COc1ccc(/C=C/c2ccc(/C=C/c3ccc(OC)cc3)c3nsnc23)cc1,CHX,581,535.0,520.91259765625,14.08740234375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
COc1ccc(/C=C/c2ccc(/C=C/c3ccc(OC)cc3)c3nsnc23)cc1,DCM,582,570.0,527.6969604492188,42.30303955078125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
COc1ccc(/C=C/c2ccc(/C=C/c3ccc(OC)cc3)c3nsnc23)cc1,TOL,583,570.0,497.532470703125,72.467529296875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
COc1ccc(/C=C/c2ccc(/C=C/c3ccc(OC)cc3)c3nsnc23)cc1,DIOX,584,575.0,520.91259765625,54.08740234375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
COc1ccc(/C=C/c2ccc(/C=C/c3ccc(OC)cc3)c3nsnc23)cc1,ACOET,585,575.0,520.91259765625,54.08740234375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
COc1ccc(/C=C/c2ccc(/C=C/c3ccc(OC)cc3)c3nsnc23)cc1,THF,586,575.0,510.4557189941406,64.54428100585938,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccccn3)c3nsnc23)cc1,CHX,587,570.0,633.6068115234375,-63.6068115234375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccccn3)c3nsnc23)cc1,DCM,588,632.5,639.2193603515625,-6.7193603515625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccccn3)c3nsnc23)cc1,TOL,589,620.0,612.10791015625,7.89208984375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccccn3)c3nsnc23)cc1,DIOX,590,650.0,633.6068115234375,16.3931884765625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccccn3)c3nsnc23)cc1,ACOET,591,670.0,633.6068115234375,36.3931884765625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
CN(C)c1ccc(/C=C/c2ccc(/C=C/c3ccccn3)c3nsnc23)cc1,THF,592,680.0,620.8411254882812,59.15887451171875,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
C(=C\c1ccc(/C=C/c2ccccn2)c2nsnc12)/c1ccccn1,CHX,593,480.0,515.822265625,-35.822265625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
C(=C\c1ccc(/C=C/c2ccccn2)c2nsnc12)/c1ccccn1,DCM,594,492.5,523.3370361328125,-30.8370361328125,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
C(=C\c1ccc(/C=C/c2ccccn2)c2nsnc12)/c1ccccn1,TOL,595,490.0,500.3138427734375,-10.3138427734375,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
C(=C\c1ccc(/C=C/c2ccccn2)c2nsnc12)/c1ccccn1,DIOX,596,495.0,515.822265625,-20.822265625,"StratifiedGroupKFold(SMILES,qcut_bins=5)"
